騎手,粒度,条件,n,勝利数,複勝内数,勝率,複勝率,単勝回収率,信頼できる母数
角田和,場×距離帯×馬場,京都/ダ/マイル(1401-1800),8,1,2,0.125,0.25,0.3,False
ゴンサ,場×距離帯×馬場,東京/芝/マイル(1401-1800),8,1,1,0.125,0.125,0.3,False
菅原隆,場,新潟,7,1,2,0.1429,0.2857,0.3,False
◇今村,場,小倉,7,1,3,0.1429,0.4286,0.3,False
ルメー,場,福島,6,1,3,0.1667,0.5,0.3,False
浜中,場×距離帯×馬場,札幌/芝/長距離(2201~),6,1,3,0.1667,0.5,0.3,False
☆舟山,場,函館,6,1,2,0.1667,0.3333,0.3,False
国分優,脚質,先行,49,2,5,0.0408,0.102,0.298,False
菅原明,場,東京,139,6,35,0.0432,0.2518,0.2978,False
▲上里,場,新潟,43,2,8,0.0465,0.186,0.2977,False
北村友,距離帯,長距離(2201~),33,4,8,0.1212,0.2424,0.297,False
丹内,場×距離帯×馬場,函館/芝/短距離(~1400),29,2,8,0.069,0.2759,0.2966,False
佐々木,場,東京,107,5,22,0.0467,0.2056,0.2944,False
荻野極,場×距離帯×馬場,中山/ダ/マイル(1401-1800),18,1,6,0.0556,0.3333,0.2944,False
岩田康,場×距離帯×馬場,中山/芝/マイル(1401-1800),15,1,5,0.0667,0.3333,0.2933,False
国分優,枠番,中枠(3-6),74,3,9,0.0405,0.1216,0.2932,False
松若,距離帯,短距離(~1400),175,7,31,0.04,0.1771,0.2931,False
丹内,距離帯,中距離(1801-2200),97,7,24,0.0722,0.2474,0.2918,False
▲川端,場,小倉,12,1,2,0.0833,0.1667,0.2917,False
大野,脚質,逃げ,11,1,1,0.0909,0.0909,0.2909,False
川田,場×距離帯×馬場,阪神/芝/マイル(1401-1800),27,3,10,0.1111,0.3704,0.2889,False
松若,場×距離帯×馬場,阪神/ダ/短距離(~1400),26,1,2,0.0385,0.0769,0.2885,False
小沢,脚質×距離帯,先行/短距離(~1400),58,3,8,0.0517,0.1379,0.2879,False
杉原,脚質×距離帯,差し/マイル(1401-1800),56,2,8,0.0357,0.1429,0.2857,False
高杉,場,東京,14,1,2,0.0714,0.1429,0.2857,False
和田竜,脚質×距離帯,差し/マイル(1401-1800),40,2,5,0.05,0.125,0.285,False
菱田,枠番,中枠(3-6),156,7,25,0.0449,0.1603,0.2846,False
小沢,場×距離帯×馬場,福島/芝/短距離(~1400),13,1,3,0.0769,0.2308,0.2846,False
菅原明,枠番,中枠(3-6),165,8,39,0.0485,0.2364,0.2842,False
横山琉,脚質×距離帯,差し/短距離(~1400),49,2,9,0.0408,0.1837,0.2837,False
☆吉村,距離帯,マイル(1401-1800),24,2,5,0.0833,0.2083,0.2833,False
国分優,場×距離帯×馬場,中京/ダ/マイル(1401-1800),12,1,3,0.0833,0.25,0.2833,False
田口,脚質,逃げ,12,1,3,0.0833,0.25,0.2833,False
川田,場×距離帯×馬場,東京/ダ/短距離(~1400),6,1,3,0.1667,0.5,0.2833,False
藤岡佑,場×距離帯×馬場,京都/芝/長距離(2201~),6,1,2,0.1667,0.3333,0.2833,False
藤岡佑,場,中京,17,1,7,0.0588,0.4118,0.2824,False
幸,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),17,1,2,0.0588,0.1176,0.2824,False
亀田,脚質,差し,112,5,16,0.0446,0.1429,0.2821,False
Aルメ,枠番,外枠(7-8),11,1,3,0.0909,0.2727,0.2818,False
▲上里,脚質,差し,38,1,5,0.0263,0.1316,0.2816,False
国分恭,距離帯,短距離(~1400),104,3,19,0.0288,0.1827,0.2808,False
浜中,場,中京,29,2,6,0.069,0.2069,0.2793,False
原田和,場,中山,24,1,2,0.0417,0.0833,0.2792,False
池添,脚質×距離帯,先行/短距離(~1400),33,2,5,0.0606,0.1515,0.2788,False
▲舟山,距離帯,短距離(~1400),23,2,4,0.087,0.1739,0.2783,False
武藤,脚質×距離帯,先行/短距離(~1400),32,1,8,0.0312,0.25,0.2781,False
Mデム,場,阪神,44,2,9,0.0455,0.2045,0.2773,False
北村宏,距離帯,マイル(1401-1800),52,3,8,0.0577,0.1538,0.2769,False
川須,枠番,中枠(3-6),43,1,6,0.0233,0.1395,0.2767,False
高杉,脚質,先行,106,10,28,0.0943,0.2642,0.2764,True
丹内,場,函館,83,5,27,0.0602,0.3253,0.2759,False
池添,脚質×距離帯,差し/短距離(~1400),53,2,7,0.0377,0.1321,0.2755,False
武豊,場×距離帯×馬場,阪神/芝/マイル(1401-1800),28,2,11,0.0714,0.3929,0.275,False
▲田山,距離帯,マイル(1401-1800),20,1,4,0.05,0.2,0.275,False
小沢,場,中京,74,1,9,0.0135,0.1216,0.273,False
松本,場,函館,22,1,5,0.0455,0.2273,0.2727,False
柴田大,場×距離帯×馬場,中山/芝/中距離(1801-2200),11,1,1,0.0909,0.0909,0.2727,False
内田博,場×距離帯×馬場,中山/ダ/マイル(1401-1800),18,1,1,0.0556,0.0556,0.2722,False
佐々木,場×距離帯×馬場,中山/芝/長距離(2201~),7,1,2,0.1429,0.2857,0.2714,False
高田,脚質,先行,7,1,3,0.1429,0.4286,0.2714,False
菱田,脚質×距離帯,差し/マイル(1401-1800),55,2,7,0.0364,0.1273,0.2709,False
北村友,場,中山,17,1,4,0.0588,0.2353,0.2706,False
丹内,距離帯,長距離(2201~),49,3,9,0.0612,0.1837,0.2694,False
丹内,場×距離帯×馬場,小倉/芝/短距離(~1400),26,2,10,0.0769,0.3846,0.2692,False
Aルメ,距離帯,マイル(1401-1800),13,1,3,0.0769,0.2308,0.2692,False
高杉,脚質×距離帯,先行/中距離(1801-2200),15,1,4,0.0667,0.2667,0.2667,False
岩田望,場×距離帯×馬場,中京/芝/中距離(1801-2200),12,1,3,0.0833,0.25,0.2667,False
吉田隼,距離帯,短距離(~1400),92,5,13,0.0543,0.1413,0.2652,False
古川吉,距離帯,マイル(1401-1800),106,5,18,0.0472,0.1698,0.2642,False
国分優,距離帯,短距離(~1400),66,2,5,0.0303,0.0758,0.2636,False
国分優,場,小倉,19,1,4,0.0526,0.2105,0.2632,False
鮫島駿,枠番,外枠(7-8),119,7,26,0.0588,0.2185,0.263,False
菅原明,脚質×距離帯,差し/短距離(~1400),59,2,18,0.0339,0.3051,0.2627,False
川須,距離帯,短距離(~1400),58,2,9,0.0345,0.1552,0.2621,False
内田博,脚質×距離帯,先行/マイル(1401-1800),29,2,2,0.069,0.069,0.2621,False
松山,場×距離帯×馬場,中京/ダ/マイル(1401-1800),13,1,2,0.0769,0.1538,0.2615,False
吉田隼,脚質×距離帯,先行/短距離(~1400),31,2,3,0.0645,0.0968,0.2613,False
Mデム,場,中京,50,4,10,0.08,0.2,0.26,False
横山琉,場,札幌,21,1,2,0.0476,0.0952,0.2571,False
古川奈,脚質,差し,39,1,7,0.0256,0.1795,0.2564,False
ゴンサ,枠番,外枠(7-8),16,2,6,0.125,0.375,0.2562,False
菱田,脚質,差し,191,7,26,0.0366,0.1361,0.256,False
横山武,場×距離帯×馬場,函館/芝/中距離(1801-2200),9,1,4,0.1111,0.4444,0.2556,False
戸崎圭,場×距離帯×馬場,新潟/芝/マイル(1401-1800),9,1,4,0.1111,0.4444,0.2556,False
津村,場×距離帯×馬場,新潟/芝/マイル(1401-1800),9,1,2,0.1111,0.2222,0.2556,False
丹内,場×距離帯×馬場,札幌/芝/中距離(1801-2200),9,1,2,0.1111,0.2222,0.2556,False
内田博,場×距離帯×馬場,中山/ダ/短距離(~1400),20,2,7,0.1,0.35,0.255,False
五十嵐,距離帯,長距離(2201~),11,1,3,0.0909,0.2727,0.2545,False
△石神道,枠番,外枠(7-8),11,1,2,0.0909,0.1818,0.2545,False
菊沢,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),32,2,5,0.0625,0.1562,0.2531,False
嶋田,脚質,差し,83,3,16,0.0361,0.1928,0.253,False
坂井,場×距離帯×馬場,阪神/芝/中距離(1801-2200),21,1,7,0.0476,0.3333,0.2524,False
武藤,場×距離帯×馬場,新潟/芝/短距離(~1400),25,1,4,0.04,0.16,0.252,False
藤懸,枠番,中枠(3-6),99,2,13,0.0202,0.1313,0.2515,False
松岡,距離帯,短距離(~1400),97,2,7,0.0206,0.0722,0.2515,False
藤懸,脚質,差し,111,2,19,0.018,0.1712,0.2514,False
小沢,距離帯,短距離(~1400),154,5,19,0.0325,0.1234,0.2506,False
浜中,場×距離帯×馬場,阪神/芝/マイル(1401-1800),16,1,3,0.0625,0.1875,0.25,False
高杉,場×距離帯×馬場,阪神/芝/中距離(1801-2200),14,1,1,0.0714,0.0714,0.25,False
浜中,場×距離帯×馬場,函館/芝/短距離(~1400),14,1,5,0.0714,0.3571,0.25,False
池添,場×距離帯×馬場,東京/芝/マイル(1401-1800),12,1,2,0.0833,0.1667,0.25,False
横山和,場,京都,10,1,4,0.1,0.4,0.25,False
丸田,場,新潟,61,2,8,0.0328,0.1311,0.2492,False
亀田,場,福島,29,2,4,0.069,0.1379,0.2483,False
鮫島駿,脚質×距離帯,先行/中距離(1801-2200),23,1,10,0.0435,0.4348,0.2478,False
岩田康,場,中京,36,2,9,0.0556,0.25,0.2472,False
菊沢,場×距離帯×馬場,福島/ダ/マイル(1401-1800),22,1,5,0.0455,0.2273,0.2455,False
田辺,脚質,逃げ,11,1,3,0.0909,0.2727,0.2455,False
レーン,場×距離帯×馬場,東京/ダ/短距離(~1400),11,2,5,0.1818,0.4545,0.2455,False
鮫島駿,場×距離帯×馬場,中京/ダ/短距離(~1400),9,1,2,0.1111,0.2222,0.2444,False
国分優,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),9,1,1,0.1111,0.1111,0.2444,False
国分優,脚質×距離帯,差し/マイル(1401-1800),43,2,8,0.0465,0.186,0.2442,False
丹内,場×距離帯×馬場,中山/芝/マイル(1401-1800),30,1,6,0.0333,0.2,0.2433,False
西村淳,場×距離帯×馬場,中京/芝/短距離(~1400),14,1,4,0.0714,0.2857,0.2429,False
ルメー,場×距離帯×馬場,中山/芝/長距離(2201~),7,1,6,0.1429,0.8571,0.2429,False
斎藤,場,札幌,48,1,7,0.0208,0.1458,0.2417,False
池添,場×距離帯×馬場,阪神/ダ/短距離(~1400),17,1,4,0.0588,0.2353,0.2412,False
西村淳,場,阪神,94,8,27,0.0851,0.2872,0.2404,False
佐々木,場×距離帯×馬場,函館/芝/マイル(1401-1800),15,2,4,0.1333,0.2667,0.24,False
菱田,距離帯,マイル(1401-1800),117,6,19,0.0513,0.1624,0.2393,False
富田,脚質×距離帯,差し/短距離(~1400),49,1,6,0.0204,0.1224,0.2388,False
横山和,場×距離帯×馬場,函館/芝/マイル(1401-1800),13,2,6,0.1538,0.4615,0.2385,False
▲石田,脚質,先行,29,1,3,0.0345,0.1034,0.2379,False
吉田隼,場×距離帯×馬場,函館/芝/短距離(~1400),16,1,3,0.0625,0.1875,0.2375,False
荻野琢,距離帯,マイル(1401-1800),33,1,4,0.0303,0.1212,0.2364,False
丹内,場,中京,14,1,2,0.0714,0.1429,0.2357,False
高杉,距離帯,長距離(2201~),17,1,5,0.0588,0.2941,0.2353,False
岩田康,場,東京,57,2,9,0.0351,0.1579,0.2351,False
木幡巧,距離帯,中距離(1801-2200),49,1,6,0.0204,0.1224,0.2347,False
武藤,脚質×距離帯,差し/短距離(~1400),27,1,1,0.037,0.037,0.2333,False
横山典,場,福島,21,1,2,0.0476,0.0952,0.2333,False
柴田大,場,福島,18,1,1,0.0556,0.0556,0.2333,False
☆高杉,脚質×距離帯,差し/マイル(1401-1800),12,1,3,0.0833,0.25,0.2333,False
☆高杉,枠番,内枠(1-2),12,1,3,0.0833,0.25,0.2333,False
菅原隆,枠番,内枠(1-2),9,1,2,0.1111,0.2222,0.2333,False
荻野極,場,小倉,31,1,6,0.0323,0.1935,0.2323,False
江田照,枠番,外枠(7-8),44,1,5,0.0227,0.1136,0.2318,False
☆高杉,脚質×距離帯,差し/短距離(~1400),19,1,2,0.0526,0.1053,0.2316,False
三浦,場×距離帯×馬場,東京/ダ/中距離(1801-2200),10,1,4,0.1,0.4,0.23,False
坂井,場,東京,51,3,9,0.0588,0.1765,0.2294,False
ルメー,場×距離帯×馬場,東京/ダ/短距離(~1400),17,1,4,0.0588,0.2353,0.2294,False
▲田山,場,中京,24,1,6,0.0417,0.25,0.2292,False
池添,距離帯,短距離(~1400),104,4,15,0.0385,0.1442,0.2288,False
☆吉村,枠番,外枠(7-8),28,2,5,0.0714,0.1786,0.2286,False
松山,場,新潟,7,1,4,0.1429,0.5714,0.2286,False
秋山稔,脚質,先行,41,1,3,0.0244,0.0732,0.2268,False
丹内,脚質×距離帯,差し/短距離(~1400),75,4,15,0.0533,0.2,0.2267,False
石橋脩,距離帯,長距離(2201~),15,1,2,0.0667,0.1333,0.2267,False
田辺,脚質,先行,69,4,19,0.058,0.2754,0.2261,False
田口,場×距離帯×馬場,阪神/ダ/短距離(~1400),39,2,11,0.0513,0.2821,0.2256,False
横山和,場×距離帯×馬場,中山/ダ/マイル(1401-1800),20,2,6,0.1,0.3,0.225,False
横山武,場,阪神,16,1,5,0.0625,0.3125,0.225,False
太宰,場×距離帯×馬場,中京/芝/短距離(~1400),12,1,1,0.0833,0.0833,0.225,False
キング,場×距離帯×馬場,中山/芝/マイル(1401-1800),8,1,3,0.125,0.375,0.225,False
北村友,場×距離帯×馬場,京都/芝/長距離(2201~),8,1,3,0.125,0.375,0.225,False
松若,場,阪神,91,2,14,0.022,0.1538,0.2242,False
菱田,枠番,内枠(1-2),76,3,9,0.0395,0.1184,0.2237,False
高杉,場×距離帯×馬場,阪神/ダ/短距離(~1400),35,2,8,0.0571,0.2286,0.2229,False
小牧加,脚質,先行,9,1,4,0.1111,0.4444,0.2222,False
小牧加,脚質×距離帯,先行/長距離(2201~),9,1,4,0.1111,0.4444,0.2222,False
戸崎圭,場×距離帯×馬場,新潟/ダ/短距離(~1400),9,1,3,0.1111,0.3333,0.2222,False
富田,脚質,差し,110,2,11,0.0182,0.1,0.2218,False
松本,距離帯,マイル(1401-1800),54,3,7,0.0556,0.1296,0.2204,False
佐々木,脚質,逃げ,15,1,4,0.0667,0.2667,0.22,False
川須,脚質×距離帯,先行/短距離(~1400),15,1,4,0.0667,0.2667,0.22,False
三浦,脚質×距離帯,先行/中距離(1801-2200),21,1,2,0.0476,0.0952,0.219,False
丹内,脚質×距離帯,先行/マイル(1401-1800),90,4,29,0.0444,0.3222,0.2189,False
横山武,脚質×距離帯,逃げ/マイル(1401-1800),11,1,1,0.0909,0.0909,0.2182,False
武豊,脚質,追込,11,1,3,0.0909,0.2727,0.2182,False
丸田,脚質,差し,120,4,11,0.0333,0.0917,0.2167,False
松岡,場,札幌,24,1,7,0.0417,0.2917,0.2167,False
岩田康,場×距離帯×馬場,函館/ダ/マイル(1401-1800),6,1,3,0.1667,0.5,0.2167,False
吉田豊,脚質,差し,133,3,11,0.0226,0.0827,0.215,False
Mデム,脚質×距離帯,差し/マイル(1401-1800),27,1,5,0.037,0.1852,0.2148,False
北村友,場×距離帯×馬場,京都/芝/マイル(1401-1800),28,1,7,0.0357,0.25,0.2143,False
小林美,場,新潟,14,1,2,0.0714,0.1429,0.2143,False
キング,脚質×距離帯,先行/マイル(1401-1800),16,2,5,0.125,0.3125,0.2125,False
バデル,脚質,先行,8,1,2,0.125,0.25,0.2125,False
☆高杉,脚質,差し,34,2,6,0.0588,0.1765,0.2118,False
北村友,脚質×距離帯,差し/中距離(1801-2200),34,2,13,0.0588,0.3824,0.2118,False
松本,場,中京,17,2,3,0.1176,0.1765,0.2118,False
北村宏,距離帯,中距離(1801-2200),26,1,4,0.0385,0.1538,0.2115,False
古川吉,場,小倉,35,1,10,0.0286,0.2857,0.2114,False
ディー,枠番,中枠(3-6),58,3,7,0.0517,0.1207,0.2103,False
石川,場×距離帯×馬場,新潟/芝/中距離(1801-2200),10,1,1,0.1,0.1,0.21,False
☆西塚,距離帯,マイル(1401-1800),11,1,2,0.0909,0.1818,0.2091,False
津村,場×距離帯×馬場,新潟/芝/中距離(1801-2200),11,1,3,0.0909,0.2727,0.2091,False
マーカ,脚質×距離帯,差し/マイル(1401-1800),12,1,3,0.0833,0.25,0.2083,False
吉田豊,脚質×距離帯,差し/長距離(2201~),13,1,1,0.0769,0.0769,0.2077,False
杉原,距離帯,マイル(1401-1800),101,3,14,0.0297,0.1386,0.2069,False
小沢,脚質,先行,113,4,16,0.0354,0.1416,0.2062,False
▲川端,枠番,外枠(7-8),17,1,2,0.0588,0.1176,0.2059,False
石川,距離帯,中距離(1801-2200),56,2,9,0.0357,0.1607,0.2054,False
浜中,脚質×距離帯,差し/短距離(~1400),37,2,9,0.0541,0.2432,0.2054,False
川田,脚質×距離帯,先行/マイル(1401-1800),58,5,26,0.0862,0.4483,0.2052,False
佐々木,場,中京,21,1,5,0.0476,0.2381,0.2048,False
西村淳,場×距離帯×馬場,阪神/ダ/短距離(~1400),25,2,4,0.08,0.16,0.204,False
吉村,場×距離帯×馬場,阪神/芝/マイル(1401-1800),26,2,4,0.0769,0.1538,0.2038,False
和田竜,枠番,外枠(7-8),56,2,9,0.0357,0.1607,0.2036,False
三浦,距離帯,中距離(1801-2200),58,3,9,0.0517,0.1552,0.2034,False
津村,場,福島,46,3,6,0.0652,0.1304,0.2022,False
戸崎圭,場,新潟,73,4,23,0.0548,0.3151,0.2,False
戸崎圭,場×距離帯×馬場,東京/ダ/短距離(~1400),29,2,12,0.069,0.4138,0.2,False
吉田豊,場×距離帯×馬場,中山/芝/マイル(1401-1800),22,1,2,0.0455,0.0909,0.2,False
西村淳,場×距離帯×馬場,阪神/芝/マイル(1401-1800),22,1,8,0.0455,0.3636,0.2,False
田辺,場×距離帯×馬場,中山/芝/マイル(1401-1800),20,1,3,0.05,0.15,0.2,False
菱田,場×距離帯×馬場,阪神/芝/短距離(~1400),19,1,5,0.0526,0.2632,0.2,False
ルメー,場×距離帯×馬場,中山/芝/中距離(1801-2200),18,1,8,0.0556,0.4444,0.2,False
岩田康,場×距離帯×馬場,京都/ダ/短距離(~1400),17,1,1,0.0588,0.0588,0.2,False
☆田山,枠番,中枠(3-6),14,1,6,0.0714,0.4286,0.2,False
浜中,場×距離帯×馬場,札幌/ダ/マイル(1401-1800),10,1,3,0.1,0.3,0.2,False
北村友,場,新潟,8,1,4,0.125,0.5,0.2,False
佐々木,場×距離帯×馬場,札幌/芝/長距離(2201~),6,1,2,0.1667,0.3333,0.2,False
藤懸,枠番,外枠(7-8),61,1,9,0.0164,0.1475,0.1967,False
吉田隼,脚質×距離帯,差し/マイル(1401-1800),47,2,16,0.0426,0.3404,0.1957,False
キング,場,札幌,23,3,7,0.1304,0.3043,0.1957,False
高杉,距離帯,マイル(1401-1800),124,5,29,0.0403,0.2339,0.1944,False
▲遠藤,枠番,中枠(3-6),34,2,7,0.0588,0.2059,0.1941,False
戸崎圭,場×距離帯×馬場,東京/芝/マイル(1401-1800),50,2,19,0.04,0.38,0.194,False
荻野極,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),13,1,7,0.0769,0.5385,0.1923,False
▲舟山,脚質×距離帯,先行/短距離(~1400),11,1,1,0.0909,0.0909,0.1909,False
津村,脚質×距離帯,先行/短距離(~1400),51,3,7,0.0588,0.1373,0.1902,False
横山琉,脚質×距離帯,先行/マイル(1401-1800),30,1,5,0.0333,0.1667,0.19,False
高田,距離帯,長距離(2201~),10,1,6,0.1,0.6,0.19,False
石川,場×距離帯×馬場,中山/芝/マイル(1401-1800),29,1,5,0.0345,0.1724,0.1897,False
国分優,距離帯,マイル(1401-1800),67,3,11,0.0448,0.1642,0.1896,False
荻野極,場×距離帯×馬場,中山/芝/中距離(1801-2200),18,1,4,0.0556,0.2222,0.1889,False
岩田康,場×距離帯×馬場,中京/芝/中距離(1801-2200),9,1,6,0.1111,0.6667,0.1889,False
西村淳,脚質×距離帯,先行/長距離(2201~),9,1,2,0.1111,0.2222,0.1889,False
中井,脚質,差し,71,2,7,0.0282,0.0986,0.1887,False
三浦,脚質×距離帯,差し/中距離(1801-2200),26,1,5,0.0385,0.1923,0.1885,False
菱田,場×距離帯×馬場,阪神/ダ/短距離(~1400),34,2,6,0.0588,0.1765,0.1882,False
ディー,脚質×距離帯,差し/短距離(~1400),17,1,3,0.0588,0.1765,0.1882,False
★河原田,距離帯,マイル(1401-1800),24,1,2,0.0417,0.0833,0.1875,False
▲森田,場×距離帯×馬場,中京/芝/短距離(~1400),8,1,1,0.125,0.125,0.1875,False
吉村,距離帯,中距離(1801-2200),61,2,8,0.0328,0.1311,0.1869,False
川田,場×距離帯×馬場,京都/ダ/マイル(1401-1800),14,2,6,0.1429,0.4286,0.1857,False
松山,場×距離帯×馬場,小倉/芝/中距離(1801-2200),7,1,3,0.1429,0.4286,0.1857,False
Mデム,場,東京,20,1,2,0.05,0.1,0.185,False
柴田大,距離帯,中距離(1801-2200),39,2,4,0.0513,0.1026,0.1846,False
団野,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),12,1,3,0.0833,0.25,0.1833,False
池添,場×距離帯×馬場,京都/芝/マイル(1401-1800),23,1,7,0.0435,0.3043,0.1826,False
吉村,脚質×距離帯,差し/マイル(1401-1800),60,3,13,0.05,0.2167,0.18,False
Mデム,脚質,差し,91,4,17,0.044,0.1868,0.1791,False
幸,場×距離帯×馬場,京都/芝/マイル(1401-1800),19,1,3,0.0526,0.1579,0.1789,False
☆吉村,場,京都,19,1,3,0.0526,0.1579,0.1789,False
太宰,枠番,内枠(1-2),33,2,4,0.0606,0.1212,0.1788,False
大江圭,距離帯,長距離(2201~),13,1,4,0.0769,0.3077,0.1769,False
小崎,場,阪神,30,2,3,0.0667,0.1,0.1767,False
戸崎圭,場×距離帯×馬場,新潟/芝/中距離(1801-2200),17,1,6,0.0588,0.3529,0.1765,False
横山和,場×距離帯×馬場,東京/ダ/マイル(1401-1800),24,1,8,0.0417,0.3333,0.175,False
小沢,脚質×距離帯,先行/マイル(1401-1800),38,1,5,0.0263,0.1316,0.1737,False
▲遠藤,距離帯,短距離(~1400),38,2,4,0.0526,0.1053,0.1737,False
★河原田,枠番,外枠(7-8),26,1,3,0.0385,0.1154,0.1731,False
吉村,場×距離帯×馬場,阪神/ダ/短距離(~1400),32,1,6,0.0312,0.1875,0.1719,False
岩田望,距離帯,長距離(2201~),28,2,8,0.0714,0.2857,0.1714,False
▲小林美,枠番,中枠(3-6),21,1,6,0.0476,0.2857,0.1714,False
ディー,脚質×距離帯,差し/中距離(1801-2200),14,1,2,0.0714,0.1429,0.1714,False
石橋脩,脚質×距離帯,先行/マイル(1401-1800),38,2,8,0.0526,0.2105,0.1711,False
岩田望,場×距離帯×馬場,東京/ダ/短距離(~1400),10,1,2,0.1,0.2,0.17,False
小崎,場×距離帯×馬場,阪神/ダ/短距離(~1400),10,1,2,0.1,0.2,0.17,False
坂井,脚質,逃げ,13,1,2,0.0769,0.1538,0.1692,False
国分優,脚質×距離帯,先行/マイル(1401-1800),13,1,3,0.0769,0.2308,0.1692,False
杉原,脚質×距離帯,先行/マイル(1401-1800),29,1,3,0.0345,0.1034,0.169,False
太宰,脚質×距離帯,先行/短距離(~1400),16,1,4,0.0625,0.25,0.1688,False
国分優,脚質×距離帯,差し/短距離(~1400),30,1,3,0.0333,0.1,0.1667,False
▲和田陽,場,阪神,12,1,1,0.0833,0.0833,0.1667,False
小沢,場,福島,44,2,8,0.0455,0.1818,0.1659,False
横山典,脚質,追込,23,1,4,0.0435,0.1739,0.1652,False
ゴンサ,距離帯,マイル(1401-1800),25,2,5,0.08,0.2,0.164,False
▲小林美,距離帯,短距離(~1400),22,1,8,0.0455,0.3636,0.1636,False
和田竜,距離帯,マイル(1401-1800),70,2,12,0.0286,0.1714,0.1629,False
荻野琢,枠番,中枠(3-6),48,1,5,0.0208,0.1042,0.1625,False
松若,脚質×距離帯,差し/短距離(~1400),69,1,8,0.0145,0.1159,0.1623,False
